[106_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0561
[107_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0566
[108_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0578
[109_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0568
[110_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0576
[111_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0568
[112_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0564
[113_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0568
[114_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0563
[115_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0561
[116_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0563
[117_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0570
[118_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0560
[119_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0572
[120_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0558
[121_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0560
[122_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0560
[123_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0563
[124_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0567
[125_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0563
[126_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0568
[127_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0570
[128_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0565
[129_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0566
[130_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0562
[131_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0573
