  0%|                                                                                                                                                                  | 0/20 [00:00<?, ?it/s]
a : [22 10], t : [[25, 7]]

a : [23 12], t : [[26, 17]]

a : [8 0], t : [[17, 24]]

a : [18 13], t : [[18, 12]]

a : [24  8], t : [[26, 8]]

a : [19 15], t : [[30, 24]]

a : [19 10], t : [[19, 7]]

a : [12 15], t : [[23, 29]]

a : [ 5 15], t : [[28, 17]]

a : [25 13], t : [[27, 13]]

a : [24 15], t : [[4, 16]]

a : [18 27], t : [[21, 23]]

a : [18 23], t : [[20, 7]]

a : [17 22], t : [[18, 28]]

a : [11 10], t : [[23, 14]]

a : [ 5 14], t : [[27, 31]]

a : [17 25], t : [[21, 25]]

a : [20 16], t : [[3, 24]]

a : [21 18], t : [[24, 14]]

a : [16 22], t : [[17, 18]]

a : [22  9], t : [[25, 7]]

a : [23 13], t : [[26, 17]]

a : [8 1], t : [[5, 3]]

a : [18 12], t : [[23, 29]]

a : [25  8], t : [[26, 8]]

a : [19 16], t : [[17, 24]]

a : [19  9], t : [[19, 7]]

a : [13 15], t : [[28, 3]]

a : [ 6 15], t : [[11, 15]]

a : [26 13], t : [[27, 13]]

a : [23 15], t : [[23, 14]]

a : [18 26], t : [[21, 23]]

a : [19 23], t : [[26, 12]]

a : [18 22], t : [[18, 28]]

a : [12 10], t : [[2, 13]]

a : [ 5 15], t : [[11, 25]]

a : [18 25], t : [[21, 25]]

a : [20 17], t : [[4, 16]]

a : [22 18], t : [[24, 14]]

a : [17 22], t : [[17, 18]]

a : [23  9], t : [[25, 7]]

a : [24 13], t : [[26, 17]]

a : [8 2], t : [[5, 3]]

a : [18 13], t : [[20, 7]]

a : [26  8], t : [[22, 11]]

a : [19 17], t : [[17, 24]]

