  0%|                                                                                                                                                                  | 0/20 [00:00<?, ?it/s]
a : [19  8], t : [[19, 7]]

a : [13 14], t : [[28, 3]]

a : [ 6 16], t : [[11, 15]]

a : [27 13], t : [[3, 3]]

a : [23 14], t : [[27, 24]]

a : [19 26], t : [[21, 23]]

a : [19 22], t : [[26, 12]]

a : [18 23], t : [[18, 28]]

a : [11 10], t : [[3, 24]]

a : [ 6 15], t : [[9, 13]]

a : [19 25], t : [[21, 25]]

a : [20 16], t : [[5, 30]]

a : [22 17], t : [[24, 14]]

a : [17 21], t : [[17, 18]]

a : [24  9], t : [[25, 7]]

a : [24 14], t : [[26, 17]]

a : [7 2], t : [[5, 3]]

a : [18 12], t : [[20, 7]]

a : [25  8], t : [[22, 11]]

a : [19 18], t : [[17, 24]]

a : [19  7], t : [[6, 15]]

a : [13 13], t : [[3, 3]]

a : [ 7 16], t : [[11, 15]]

a : [26 13], t : [[18, 8]]

a : [23 15], t : [[30, 7]]

a : [19 25], t : [[21, 23]]

a : [20 22], t : [[11, 17]]

a : [18 24], t : [[18, 28]]

a : [10 10], t : [[28, 3]]

a : [ 7 15], t : [[9, 13]]

a : [20 25], t : [[21, 25]]

a : [19 16], t : [[11, 25]]

a : [22 16], t : [[24, 14]]

a : [17 20], t : [[17, 18]]

a : [25  9], t : [[25, 7]]

a : [25 14], t : [[26, 17]]

a : [6 2], t : [[5, 3]]

a : [18 11], t : [[20, 7]]

a : [24  8], t : [[22, 11]]

a : [18 18], t : [[17, 24]]

a : [19  8], t : [[8, 29]]

a : [12 13], t : [[3, 3]]

a : [ 8 16], t : [[11, 15]]

a : [26 12], t : [[18, 24]]

a : [24 15], t : [[30, 7]]

a : [20 25], t : [[21, 23]]

a : [20 21], t : [[27, 24]]

a : [18 25], t : [[18, 28]]

a : [10  9], t : [[2, 13]]

a : [ 8 15], t : [[9, 13]]

a : [21 25], t : [[26, 12]]

a : [18 16], t : [[4, 29]]

a : [22 15], t : [[24, 14]]

a : [17 19], t : [[17, 18]]

a : [25  8], t : [[25, 7]]

a : [25 15], t : [[26, 17]]

a : [5 2], t : [[5, 3]]

a : [18 10], t : [[20, 7]]

a : [23  8], t : [[22, 11]]

a : [18 19], t : [[17, 24]]

a : [19  9], t : [[5, 30]]

a : [11 13], t : [[30, 7]]

a : [ 9 16], t : [[11, 15]]

a : [26 13], t : [[18, 8]]

a : [25 15], t : [[4, 29]]

a : [21 25], t : [[21, 23]]

a : [20 22], t : [[27, 24]]

a : [18 26], t : [[18, 28]]

a : [9 9], t : [[12, 3]]

a : [ 8 14], t : [[9, 13]]

a : [21 24], t : [[26, 12]]

a : [17 16], t : [[25, 30]]

a : [22 14], t : [[24, 14]]

a : [17 18], t : [[19, 12]]

a : [25  7], t : [[6, 15]]

a : [25 16], t : [[26, 17]]

a : [5 3], t : [[18, 8]]

a : [18  9], t : [[20, 7]]

a : [22  8], t : [[22, 11]]

a : [17 19], t : [[17, 24]]

a : [19 10], t : [[28, 3]]

a : [12 13], t : [[18, 24]]

a : [10 16], t : [[11, 15]]

a : [26 12], t : [[12, 9]]

a : [25 16], t : [[3, 3]]

a : [21 24], t : [[21, 23]]

a : [21 22], t : [[27, 24]]

a : [18 27], t : [[18, 28]]

a : [9 8], t : [[12, 3]]

a : [ 8 13], t : [[9, 13]]

a : [22 24], t : [[11, 17]]

a : [18 16], t : [[6, 15]]

a : [23 14], t : [[24, 14]]

a : [18 18], t : [[19, 12]]

a : [24  7], t : [[11, 25]]

a : [25 17], t : [[26, 17]]

a : [6 3], t : [[30, 21]]

a : [19  9], t : [[20, 7]]

a : [22  9], t : [[22, 11]]

a : [17 20], t : [[17, 24]]

a : [20 10], t : [[4, 16]]

a : [13 13], t : [[5, 30]]

a : [11 16], t : [[11, 15]]

a : [26 11], t : [[28, 17]]

a : [24 16], t : [[30, 24]]

a : [21 23], t : [[2, 13]]

a : [22 22], t : [[27, 24]]

a : [18 28], t : [[8, 29]]

a : [10  8], t : [[12, 3]]

a : [ 9 13], t : [[12, 9]]

a : [21 24], t : [[18, 8]]

a : [17 16], t : [[3, 3]]

a : [24 14], t : [[28, 3]]

a : [18 17], t : [[19, 12]]

a : [24  8], t : [[3, 24]]

a : [26 17], t : [[30, 7]]

a : [7 3], t : [[30, 3]]

a : [19  8], t : [[20, 7]]

a : [22 10], t : [[22, 11]]

a : [17 21], t : [[17, 24]]

a : [19 10], t : [[30, 10]]

a : [13 14], t : [[3, 3]]

a : [11 15], t : [[28, 3]]

a : [26 12], t : [[28, 17]]

a : [24 17], t : [[4, 29]]

a : [21 22], t : [[30, 24]]

a : [22 23], t : [[27, 24]]

a : [18 29], t : [[5, 30]]

a : [11  8], t : [[12, 3]]

a : [10 13], t : [[12, 9]]

a : [20 24], t : [[2, 13]]

a : [16 16], t : [[3, 24]]

a : [24 13], t : [[27, 31]]

a : [18 16], t : [[19, 12]]

a : [23  8], t : [[2, 22]]

a : [25 17], t : [[11, 17]]

a : [8 3], t : [[4, 29]]

a : [19  7], t : [[20, 7]]

a : [22 11], t : [[23, 29]]

a : [17 22], t : [[17, 24]]

a : [20 10], t : [[11, 25]]

a : [12 14], t : [[18, 8]]

a : [11 14], t : [[3, 3]]

a : [25 12], t : [[28, 17]]

a : [23 17], t : [[30, 10]]

a : [21 23], t : [[27, 31]]

a : [23 23], t : [[27, 24]]

a : [18 30], t : [[30, 7]]

a : [11  7], t : [[12, 3]]

a : [11 13], t : [[12, 9]]

a : [19 24], t : [[11, 17]]

a : [15 16], t : [[30, 3]]

a : [24 14], t : [[30, 24]]

a : [18 15], t : [[19, 12]]

a : [23  9], t : [[18, 24]]

a : [24 17], t : [[30, 21]]

a : [7 3], t : [[25, 30]]

a : [20  7], t : [[3, 3]]

a : [22 12], t : [[4, 29]]

a : [17 23], t : [[17, 24]]

a : [19 10], t : [[2, 13]]

a : [13 14], t : [[6, 15]]

a : [11 13], t : [[28, 3]]

a : [25 13], t : [[28, 17]]

a : [23 16], t : [[30, 24]]

a : [21 24], t : [[5, 30]]

a : [23 24], t : [[27, 24]]

a : [19 30], t : [[8, 29]]

a : [11  6], t : [[12, 3]]

a : [12 13], t : [[12, 9]]

a : [19 23], t : [[27, 31]]

a : [15 15], t : [[30, 3]]

a : [25 14], t : [[11, 25]]

a : [19 15], t : [[19, 12]]

a : [22  9], t : [[3, 24]]

a : [25 17], t : [[30, 21]]

a : [8 3], t : [[26, 12]]

a : [19  7], t : [[18, 24]]

a : [21 12], t : [[28, 3]]

a : [17 24], t : [[30, 10]]

a : [18 10], t : [[18, 8]]

a : [12 14], t : [[6, 15]]

a : [11 12], t : [[3, 3]]

a : [25 14], t : [[28, 17]]

a : [23 17], t : [[2, 22]]

a : [21 25], t : [[11, 25]]

a : [24 24], t : [[27, 24]]

a : [18 30], t : [[4, 29]]

a : [11  5], t : [[12, 3]]

a : [12 12], t : [[12, 9]]

a : [20 23], t : [[30, 7]]

a : [16 15], t : [[2, 13]]

a : [24 14], t : [[30, 24]]

a : [19 14], t : [[19, 12]]

a : [21  9], t : [[23, 29]]

a : [26 17], t : [[30, 21]]

a : [9 4], t : [[8, 29]]

a : [19  9], t : [[25, 30]]

a : [22 11], t : [[30, 7]]

a : [19 24], t : [[26, 12]]

a : [18  8], t : [[4, 29]]

a : [10 14], t : [[6, 15]]

a : [10 11], t : [[27, 31]]

a : [25 16], t : [[28, 17]]

a : [22 18], t : [[11, 17]]

a : [19 25], t : [[30, 10]]

a : [26 24], t : [[27, 24]]

a : [16 30], t : [[23, 29]]

a : [12  4], t : [[12, 3]]

a : [12 10], t : [[12, 9]]

a : [22 23], t : [[30, 24]]

a : [14 15], t : [[18, 24]]

a : [25 15], t : [[30, 3]]

a : [19 12], t : [[5, 30]]

a : [22 10], t : [[28, 3]]

a : [28 17], t : [[30, 21]]

a : [10  4], t : [[28, 3]]

a : [20  9], t : [[3, 24]]

a : [23 11], t : [[8, 29]]

a : [19 23], t : [[4, 29]]

a : [18  9], t : [[2, 13]]

a : [ 9 14], t : [[6, 15]]

a : [11 11], t : [[11, 17]]

a : [25 17], t : [[28, 17]]

a : [21 18], t : [[30, 10]]

a : [20 25], t : [[4, 16]]

a : [27 24], t : [[25, 30]]

a : [17 30], t : [[23, 29]]

a : [12  3], t : [[2, 22]]

a : [12  9], t : [[3, 3]]

a : [23 23], t : [[30, 24]]

a : [14 16], t : [[30, 3]]

a : [26 15], t : [[30, 7]]

a : [18 12], t : [[11, 25]]

a : [23 10], t : [[5, 30]]

a : [29 17], t : [[30, 21]]
Traceback (most recent call last):
  File "/home/woocheol/LNS-PBS-representation-new/main_nn.py", line 227, in <module>
    episode_timestep, itr = run_episode(agent, M, N, exp_name, T_threshold, sample=True,
  File "/home/woocheol/LNS-PBS-representation-new/main_nn.py", line 196, in run_episode
    shortest_paths = compute_astar(agent_pos, total_tasks, graph)
  File "/home/woocheol/LNS-PBS-representation-new/utils/solver_util.py", line 109, in compute_astar
    _, dist = graph_astar(graph, ag, task[0])
  File "/home/woocheol/LNS-PBS-representation-new/utils/astar.py", line 70, in graph_astar
    right = bisect.bisect_right(queue, duplicated)
  File "/home/woocheol/LNS-PBS-representation-new/utils/astar.py", line 18, in __lt__
    def __lt__(self, other):
KeyboardInterrupt
Traceback (most recent call last):
  File "/home/woocheol/LNS-PBS-representation-new/main_nn.py", line 227, in <module>
    episode_timestep, itr = run_episode(agent, M, N, exp_name, T_threshold, sample=True,
  File "/home/woocheol/LNS-PBS-representation-new/main_nn.py", line 196, in run_episode
    shortest_paths = compute_astar(agent_pos, total_tasks, graph)
  File "/home/woocheol/LNS-PBS-representation-new/utils/solver_util.py", line 109, in compute_astar
    _, dist = graph_astar(graph, ag, task[0])
  File "/home/woocheol/LNS-PBS-representation-new/utils/astar.py", line 70, in graph_astar
    right = bisect.bisect_right(queue, duplicated)
  File "/home/woocheol/LNS-PBS-representation-new/utils/astar.py", line 18, in __lt__
    def __lt__(self, other):
KeyboardInterrupt
