[INIT] EECBS_MAKESPAN: 22, SOC(A*): 118, MS(A*): 22, Hungarian time: 0.4187
[167_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[168_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[169_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[170_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0197
[171_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0198
[172_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[173_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[174_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[175_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[176_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[177_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[178_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[179_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[180_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[181_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[182_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[183_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[184_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[185_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[186_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[187_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[188_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[189_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[190_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[191_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[192_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[193_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[194_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0197
[195_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[196_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0199
[197_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0199
[198_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0197
[199_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[200_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[201_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[202_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[203_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[204_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[205_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[206_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[207_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[208_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[209_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[210_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[211_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[212_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[213_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[214_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[215_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[216_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[217_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[218_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[219_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[220_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[221_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[222_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0197
[223_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[224_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[225_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[226_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[227_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[228_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[229_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[230_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[231_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[232_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0218
[233_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[234_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0200
[235_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[236_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[237_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0225
[238_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[239_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[240_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[241_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[242_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[243_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[244_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[245_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[246_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[247_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[248_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[249_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[250_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
