[INIT] EECBS_MAKESPAN: 22, SOC(A*): 118, MS(A*): 22, Hungarian time: 0.2722
[252_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[253_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0204
[254_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0207
[255_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0206
[256_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[257_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0204
[258_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[259_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0205
[260_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0204
[261_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0204
[262_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[263_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0205
[264_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[265_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[266_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[267_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[268_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[269_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[270_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[271_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[272_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[273_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[274_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[275_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[276_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[277_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[278_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[279_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[280_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[281_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[282_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[283_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[284_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[285_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[286_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[287_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[288_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[289_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[290_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[291_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[292_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[293_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[294_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[295_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[296_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[297_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[298_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[299_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[300_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[301_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[302_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[303_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[304_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[305_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[306_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[307_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0196
[308_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[309_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[310_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0203
[311_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[312_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[313_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[314_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[315_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[316_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[317_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[318_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[319_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[320_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[321_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[322_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[323_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[324_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[325_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[326_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0198
[327_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[328_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0197
[329_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[330_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[331_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[332_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[333_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[334_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[335_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0198
[336_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[337_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[338_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[339_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[340_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0197
[341_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0198
[342_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0210
[343_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0202
[344_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[345_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0201
[346_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0199
[347_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0200
[Done] Final makespan: 20
