[INIT] EECBS_MAKESPAN: 22, SOC(A*): 118, MS(A*): 22, Hungarian time: 0.2669
[251_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0239
[252_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0237
[253_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0237
[254_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0239
[255_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0238
[256_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0238
[257_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0242
[258_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0244
[259_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0239
[260_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0241
[261_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0237
[262_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0242
[263_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0237
[264_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0242
[265_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0237
[266_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0239
[267_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0237
[268_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0238
[269_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0238
[270_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0238
[271_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0238
[272_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0237
[273_Solution] EECBS_MAKESPAN: 18, SOC(A*): 142, MS(A*): 18, TIMECOST: 0.0238
[Done] Final makespan: 18
